2026-01-27,https://www.egypt-business.com,Phone: 1072286940
2026-01-27,https://www.kuwait-directory.com,No Data Found
2026-01-27,https://www.jafza.ae,Price: 1$ | Phone: 1768405820
2026-01-27,https://www.hfza.ae,Phone: 45556962239769 | Email: info@hfza.ae
2026-01-27,https://www.rakfz.com,No Data Found
2026-01-27,https://www.gafi.gov.eg,Price: 777$ | Phone: 63734684424250 | Email: ahmed.hashem@gafinet.org.eg
2026-01-27,https://www.egyptrealestate.com,No Data Found
2026-01-27,https://www.bayut.com,Phone: 0123456789
2026-01-27,https://www.propertyfinder.ae,Phone: +9718007346337
2026-01-27,https://www.fedex.com/en-eg,Phone: 1769480348
2026-01-27,https://www.bosta.co,No Data Found
2026-01-27,https://www.mylerz.com,Phone: 59277170305654 | Email: mkfh1999@gmail.com
2026-01-27,https://www.shipblu.com,Phone: 6469455066 | Email: help@shipblu.com
2026-01-27,https://www.trella.app,Email: contact@trella.app
2026-01-27,https://www.egyptexpress.com.eg,No Data Found
2026-01-27,https://www.panalpina.com,Phone: 4827586207
2026-01-27,https://www.kuehne-nagel.com,Phone: 20085888091874
2026-01-27,https://www.dbschenker.com,Phone: 4864541780
2026-01-27,https://www.agility.com,Phone: 69782011510366
2026-01-27,https://www.maersk.com/local-information/egypt,Phone: 19892400114 | Email: maerskgosupport@maersk.com
2026-01-27,https://www.coscoshipping.com,Phone: 67360744682863
2026-01-27,https://www.hapag-lloyd.com,Phone: 26011315030118
2026-01-27,https://www.evergreen-marine.com,Phone: 1769255320023
2026-01-27,https://www.yangming.com,Phone: 2144895624
2026-01-27,https://www.one-line.com,Phone: 3514651731
2026-01-27,https://www.zim.com,Phone: 10327251022105 | Email: nl.booking@zim.com
2026-01-27,https://www.arkas.com.tr,Email: arkasizm@arkas.com.tr
2026-01-27,https://www.tarros.it,Phone: 333333333333
2026-01-27,https://www.messinaline.it,Phone: 20211012174149
2026-01-27,https://www.grimaldi.napoli.it,Phone: 1768305271
2026-01-27,https://www.fmc-corp.com,No Data Found
2026-01-27,https://www.maridivegroup.com,No Data Found
2026-01-27,https://www.emcoegypt.com,Phone: 1767649222 | Email: info.shield@emcoegypt.com
2026-01-27,https://www.kadmar.com,Phone: 11939053272886 | Email: general@kadmar.com
2026-01-27,https://www.sharafshipping.com,Price: 00$
2026-01-27,https://www.wilhelmsen.com,Phone: 17486982654432
2026-01-27,https://www.inchcape.com,Phone: 484499014693
2026-01-27,https://www.iss-shipping.com,Email: enquiries@iss-shipping.com
2026-01-27,https://www.kanoo.com,Price: 7SAR | Phone: 66666666666667 | Email: Artboard-1@3x.png
2026-01-27,https://www.columbia-shipmanagement.com,Phone: 1769431263
2026-01-27,https://www.fleetship.com,Phone: 0518902571
2026-01-27,https://www.angloeastern.com,Phone: 1590207869815
2026-01-27,https://www.wallem.com,Phone: 36986301369863
2026-01-27,https://www.osmthome.com,Phone: 2472979268
2026-01-27,https://www.savola.com,Phone: 17853528784018 | Email: info@savola.com
2026-01-27,https://www.almarai.com,Phone: 98202282327
2026-01-27,https://www.halwani.com.eg,Email: webmaster@halwani.com.eg
2026-01-27,https://www.elrashidi.com,No Data Found
2026-01-27,https://www.daltexcorp.com,Phone: 3333333333333 | Email: employees@2x-150x150.png
2026-01-27,https://www.magrabi-agriculture.com,No Data Found
2026-01-27,https://www.wadygroup.com,Phone: 226618464330 | Email: info@wadygroup.com
2026-01-27,https://www.juhayna.com,Price: 1$ | Phone: 1769351018
2026-01-27,https://www.lamar-egypt.com,No Data Found
2026-01-27,https://www.obourland.com,Phone: 1766376213
2026-01-27,https://www.pg.com/en_EG,Phone: 1805372347
2026-01-27,https://www.reckitt.com,Phone: 3919982765
2026-01-27,https://www.johnsonandjohnson.com,Phone: 47651895314699
2026-01-27,https://www.mars.com,Phone: 9317928296
2026-01-27,https://www.mondelezinternational.com,Price: 4EGP | Phone: 3647282351138
2026-01-27,https://www.pepsico.com,Phone: 710051889524
2026-01-27,https://www.ferrero.com,Phone: 1768585717
2026-01-27,https://www.bimbo.com.mx,No Data Found
2026-01-27,https://www.mccain.com,Phone: 1082205004
2026-01-27,https://www.frieslandcampina.com,Phone: 1234567890
2026-01-27,https://www.arla.com,Phone: 1289763495 | Email: arla-logo@2x.02d13ae2.png
2026-01-27,https://www.kraftheinzcompany.com,No Data Found
2026-01-27,https://www.generalmills.com,Phone: 5741868650
2026-01-27,https://www.hormelfoods.com,Phone: 1768255936
2026-01-27,https://www.tysonfoods.com,Phone: 3024614585
2026-01-27,https://www.smithfieldfoods.com,Phone: 4722222222
2026-01-27,https://www.jbs.com.br,Phone: 2147203201
2026-01-27,https://www.cibeg.com,No Data Found
2026-01-27,https://www.banquemisr.com,Phone: 0123456789 | Email: BM19888@banquemisr.com
2026-01-27,https://www.nbe.com.eg,Phone: 10623519239152
2026-01-27,https://www.aaib.com,Price: 5 EGP | Phone: 1591020071 | Email: inquiry@aaib.com
2026-01-27,https://www.eg-bank.com,Phone: 40812370627424
2026-01-27,https://www.faisalbank.com.eg,Phone: 10111011111010
2026-01-27,https://www.housing-bank.com,No Data Found
2026-01-27,https://www.abkegypt.com,Phone: 63905077393740
2026-01-27,https://www.adib.eg,Phone: 62504609131759
2026-01-27,https://www.eginsurance.com,No Data Found
2026-01-27,https://www.misrins.com.eg,Phone: 1652741166 | Email: call_center@misrins.com.eg
2026-01-27,https://www.allianz.com.eg,Phone: 58169437062 | Email: chairman@allianz.com.eg
2026-01-27,https://www.axa-egypt.com,Phone: 1769089726952
2026-01-27,https://www.gig.com.eg,Phone: 16641880731664 | Email: mail@gig.com.eg
2026-01-27,https://www.chubb.com/eg-en,Phone: 1342439489
2026-01-27,https://www.sarwa.capital,Phone: 0612703613069
2026-01-27,https://www.efg-hermes.com,No Data Found
2026-01-27,https://www.ci-capital.com,Phone: 202503171453 | Email: contact@fkadjkhsf.co
2026-01-27,https://www.beltonefinancial.com,Email: IR@beltoneholding.com
2026-01-27,https://www.naeemholding.com,Phone: 1765969513
2026-01-27,https://www.pioneers-holding.com,No Data Found
2026-01-27,https://www.arabyads.com,Phone: 1769480664 | Email: info@arabyads.com
2026-01-27,https://www.kashier.io,Phone: 17603910086152 | Email: support@kashier.io
2026-01-27,https://www.moneyfellows.com,Price: 1,200,000 EGP | Phone: 2147483647
2026-01-27,https://www.thndr.app,Phone: 1745740201
2026-01-27,https://www.sympl.ai,Price: 150EGP | Phone: 1769380465
2026-01-27,https://www.maxab.io,Phone: 666666666667 | Email: info@maxab.io
2026-01-27,https://www.rabbitmart.com,Phone: 1762756759 | Email: waya-logo@3x.png
2026-01-27,https://www.instabug.com,Phone: 2404223839 | Email: support@luciq.ai
2026-01-27,https://www.vezeeta.com,Phone: 36613276348746 | Email: customercare.ksa@vezeeta.com
2026-01-27,https://www.yodawy.com,No Data Found
2026-01-27,https://www.elmenus.com,Phone: 13094974695175 | Email: guest@elmenus.com
2026-01-27,https://www.swvl.com,Phone: 8479274177 | Email: business@swvl.com
2026-01-27,https://www.trella.app,Email: contact@trella.app
2026-01-27,https://www.cleopatrahospitals.com,Phone: 1758725188964
2026-01-27,https://www.daralfouad.org,Phone: 1747217859
2026-01-27,https://www.vacsera.com,No Data Found
2026-01-27,https://www.eipico.com.eg,Price: 00$ | Phone: 63861061996520 | Email: eipico@eipico.com.eg
2026-01-27,https://www.minapharm.com,Phone: 33908909211586
2026-01-27,https://www.amoun.com,Phone: 1801016776
2026-01-27,https://www.pharco.org,No Data Found
2026-01-27,https://www.marcyrl.com,Email: info@marcyrlgp.com
2026-01-27,https://www.globalnapi.com,Phone: 68938629045
2026-01-27,https://www.hikma.com,Phone: 63904428484000
2026-01-27,https://www.sanofi.com.eg,Phone: 71428571428571 | Email: Pharmacovigilance.EG@sanofi.com
2026-01-27,https://www.novartis.com.eg,Phone: 2811489297
2026-01-27,https://www.gsk.com,Phone: 3333333333
2026-01-27,https://www.astrazeneca.com,No Data Found
2026-01-27,https://www.abbott.com,Phone: 1834991487
2026-01-27,https://www.merckgroup.com,Phone: 7842899024219
