2026-01-27,https://www.egypt-business.com,N/A
2026-01-27,https://www.kuwait-directory.com,N/A
2026-01-27,https://www.jafza.ae,1$
2026-01-27,https://www.hfza.ae,N/A
2026-01-27,https://www.rakfz.com,N/A
2026-01-27,https://www.egypt-business.com,N/A
2026-01-27,https://www.kuwait-directory.com,N/A
2026-01-27,https://www.jafza.ae,1$
2026-01-27,https://www.hfza.ae,N/A
2026-01-27,https://www.rakfz.com,N/A
2026-01-27,https://www.egyptrealestate.com,N/A
2026-01-27,https://www.bayut.com,N/A
2026-01-27,https://www.propertyfinder.ae,N/A
2026-01-27,https://www.fedex.com/en-eg,N/A
2026-01-27,https://www.bosta.co,N/A
2026-01-27,https://www.mylerz.com,N/A
2026-01-27,https://www.trella.app,N/A
2026-01-27,https://www.egyptexpress.com.eg,N/A
2026-01-27,https://www.egypt-business.com,N/A
2026-01-27,https://www.kuwait-directory.com,N/A
2026-01-27,https://www.jafza.ae,1$
2026-01-27,https://www.hfza.ae,N/A
2026-01-27,https://www.rakfz.com,N/A
2026-01-27,https://www.gafi.gov.eg,777$
2026-01-27,https://www.egyptrealestate.com,N/A
2026-01-27,https://www.bayut.com,N/A
2026-01-27,https://www.propertyfinder.ae,N/A
2026-01-27,https://www.fedex.com/en-eg,N/A
2026-01-27,https://www.bosta.co,N/A
2026-01-27,https://www.mylerz.com,N/A
2026-01-27,https://www.shipblu.com,N/A
2026-01-27,https://www.trella.app,N/A
2026-01-27,https://www.egyptexpress.com.eg,N/A
2026-01-27,https://www.panalpina.com,N/A
2026-01-27,https://www.kuehne-nagel.com,N/A
2026-01-27,https://www.dbschenker.com,N/A
2026-01-27,https://www.agility.com,N/A
2026-01-27,https://www.maersk.com/local-information/egypt,N/A
2026-01-27,https://www.coscoshipping.com,N/A
2026-01-27,https://www.evergreen-marine.com,N/A
2026-01-27,https://www.yangming.com,N/A
2026-01-27,https://www.one-line.com,N/A
2026-01-27,https://www.zim.com,N/A
2026-01-27,https://www.arkas.com.tr,N/A
2026-01-27,https://www.tarros.it,N/A
2026-01-27,https://www.messinaline.it,N/A
2026-01-27,https://www.grimaldi.napoli.it,N/A
2026-01-27,https://www.fmc-corp.com,N/A
2026-01-27,https://www.maridivegroup.com,N/A
2026-01-27,https://www.emcoegypt.com,N/A
2026-01-27,https://www.kadmar.com,N/A
2026-01-27,https://www.sharafshipping.com,00$
2026-01-27,https://www.wilhelmsen.com,N/A
2026-01-27,https://www.inchcape.com,N/A
2026-01-27,https://www.iss-shipping.com,N/A
2026-01-27,https://www.kanoo.com,7SAR
2026-01-27,https://www.columbia-shipmanagement.com,N/A
2026-01-27,https://www.fleetship.com,N/A
2026-01-27,https://www.angloeastern.com,N/A
2026-01-27,https://www.wallem.com,N/A
2026-01-27,https://www.savola.com,N/A
2026-01-27,https://www.almarai.com,N/A
2026-01-27,https://www.halwani.com.eg,N/A
2026-01-27,https://www.elrashidi.com,N/A
2026-01-27,https://www.daltexcorp.com,N/A
2026-01-27,https://www.magrabi-agriculture.com,N/A
2026-01-27,https://www.wadygroup.com,N/A
2026-01-27,https://www.juhayna.com,1$
2026-01-27,https://www.lamar-egypt.com,N/A
2026-01-27,https://www.obourland.com,N/A
2026-01-27,https://www.pg.com/en_EG,N/A
2026-01-27,https://www.reckitt.com,N/A
2026-01-27,https://www.johnsonandjohnson.com,N/A
2026-01-27,https://www.mars.com,N/A
2026-01-27,https://www.mondelezinternational.com,4EGP
2026-01-27,https://www.pepsico.com,N/A
2026-01-27,https://www.ferrero.com,N/A
2026-01-27,https://www.bimbo.com.mx,N/A
2026-01-27,https://www.mccain.com,N/A
2026-01-27,https://www.frieslandcampina.com,N/A
2026-01-27,https://www.arla.com,N/A
2026-01-27,https://www.kraftheinzcompany.com,N/A
2026-01-27,https://www.generalmills.com,N/A
2026-01-27,https://www.hormelfoods.com,N/A
2026-01-27,https://www.tysonfoods.com,N/A
2026-01-27,https://www.smithfieldfoods.com,N/A
2026-01-27,https://www.jbs.com.br,N/A
